laptop_ID,Inches,Ram,Weight,Price_euros,Acer,Apple,Asus,Chuwi,Dell,Fujitsu,Google,HP,Huawei,LG,Lenovo,MSI,Mediacom,Microsoft,Razer,Samsung,Toshiba,Vero,Xiaomi,2 in 1 Convertible,Gaming,Netbook,Notebook,Ultrabook,Workstation,Screen Width,Screen Height,CPU Frequency,Memory Amount,Android,Chrome OS,Linux,Mac OS X,No OS,Windows 10,Windows 10 S,Windows 7,macOS,AMD_CPU,Intel_CPU,Samsung_CPU,AMD_GPU,ARM_GPU,Intel_GPU,Nvidia_GPU
179,15.6,8,2.3,459.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,2.4,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
180,15.6,4,2.1,449.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,2.0,128000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
181,18.4,32,4.4,2799.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.9,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
182,15.6,8,1.9,813.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.5,128000.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
183,13.3,8,1.29,1499.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3840,2160,1.6,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
184,15.6,16,2.02,1049.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,256000.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
185,13.3,8,1.23,1399.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,1.6,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
186,13.9,16,1.4,1849.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3840,2160,1.8,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
187,15.6,8,2.0,793.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1366,768,2.5,128000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
188,15.6,8,1.95,1199.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1920,1080,1.6,256000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
189,17.3,16,2.77,1549.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
190,15.6,16,2.06,2397.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3840,2160,2.8,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
191,15.6,8,2.4,779.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.5,256000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
192,13.3,8,1.12,989.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,1.2,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
193,17.3,8,2.8,1085.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,128000.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
194,14.0,16,1.42,2824.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2560,1440,2.7,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
195,14.0,4,1.3,260.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1920,1080,1.1,32000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
196,13.3,8,1.3,999.9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1920,1080,2.5,256000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
197,17.3,8,2.8,698.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1600,900,1.6,256000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
198,13.3,8,1.62,839.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1.8,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
199,17.3,8,2.5,914.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.6,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
200,17.3,32,3.49,6099.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,3840,2160,2.9,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
201,13.3,8,1.49,959.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.6,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
202,17.3,16,3.35,1379.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
203,17.3,8,2.5,1045.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
204,15.6,16,2.65,1845.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3840,2160,2.8,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
205,15.6,4,2.1,493.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,2.3,128000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
206,15.6,8,2.23,742.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.7,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
207,15.6,16,3.2,1749.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.8,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
208,15.6,16,2.8,3055.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3840,2160,3.0,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
209,15.6,16,2.4,1398.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.8,512000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
210,15.6,6,2.3,439.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,2.4,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
211,13.3,8,1.21,1949.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,3840,2160,1.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
212,13.3,8,1.2,1449.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,1.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
213,15.6,8,2.2,597.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,2.5,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
215,15.6,8,2.4,779.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.8,1000000.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
216,17.3,16,2.9,1407.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
217,15.6,4,2.1,349.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.0,500000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
218,15.6,8,2.2,549.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.5,256000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
219,13.0,8,1.05,1499.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2160,1440,2.7,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
220,13.3,8,1.4,931.88,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,1.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
221,17.3,8,2.8,589.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1600,900,2.5,1000000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
222,14.0,8,1.63,1031.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
223,14.0,8,1.6,1149.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,1.6,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
224,13.3,16,1.62,1279.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1.8,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
225,15.6,8,2.2,677.35,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.6,256000.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
226,14.0,8,1.74,899.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1.6,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
227,13.3,8,1.2,1363.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1920,1080,2.5,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
228,15.6,8,2.1,794.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.6,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
229,17.3,16,4.42,2456.34,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
230,15.6,8,2.2,832.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.7,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
231,15.6,16,2.3,859.01,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.7,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
232,15.6,8,2.0,769.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.5,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
233,17.3,8,2.69,891.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.5,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
234,15.6,8,1.9,1269.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.7,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
235,15.6,4,2.37,398.99,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,2.4,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
236,15.6,4,2.1,330.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,1.5,500000.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
237,15.6,16,3.2,1499.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
238,14.0,8,1.6,859.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.5,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
239,13.3,8,1.6,689.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,2.3,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
240,15.6,16,2.36,899.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.7,256000.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
241,15.6,4,2.1,390.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,2.0,1000000.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
242,15.6,4,2.2,575.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.5,128000.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
243,17.3,32,4.7,3890.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.9,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
244,15.6,8,2.5,846.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.5,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
245,15.6,8,2.2,589.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,2.0,128000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
246,17.3,8,2.1,1145.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,128000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
247,17.3,8,2.69,889.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.7,128000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
248,15.6,8,2.56,879.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.5,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
249,13.9,8,1.38,1079.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,2.7,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
250,15.6,8,2.2,985.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,128000.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
251,15.6,8,2.04,559.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,2.5,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
252,17.3,16,3.6,2999.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.9,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
253,13.3,4,1.49,675.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.6,500000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
254,13.3,8,1.37,2040.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2560,1600,3.1,512000.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
255,15.6,8,2.08,819.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1.8,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
256,17.3,16,4.3,1799.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
257,15.6,4,1.68,469.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,3.0,1000000.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
258,13.9,8,1.37,1849.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1.8,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
259,17.3,4,3.0,702.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.7,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
260,13.3,8,1.41,949.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,1.6,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
261,15.6,8,1.91,445.9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,2.5,128000.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
262,17.3,16,2.9,1059.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
263,17.3,16,4.14,2499.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.8,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
264,15.6,8,2.0,1699.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,2.8,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
265,17.3,8,2.8,1142.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,128000.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
266,15.6,4,2.2,444.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.0,256000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
267,15.6,4,2.1,722.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.6,500000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
268,15.6,4,2.18,657.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.5,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
269,15.6,8,2.24,565.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.5,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
270,15.6,8,2.67,799.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1.6,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
271,13.3,8,1.1,1499.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1920,1080,1.8,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
272,15.6,4,2.2,467.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.5,1000000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
273,17.3,8,2.5,1018.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
274,15.6,8,2.05,880.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
275,13.3,8,1.37,1958.9,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2560,1600,2.9,512000.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
276,17.3,16,3.2,1549.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,3.0,256000.0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
277,15.6,8,2.14,735.07,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,256000.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
278,14.0,16,1.36,2499.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2560,1440,2.6,512000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
279,15.6,8,2.2,812.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1366,768,2.5,500000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
280,15.6,12,2.3,713.07,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,2.7,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
281,17.3,8,2.8,1099.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,128000.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
282,15.6,8,2.2,745.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
283,17.3,4,2.8,489.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1600,900,2.0,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
284,17.3,8,2.8,849.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,2000000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
285,17.3,6,2.8,859.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1600,900,2.7,128000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
286,15.6,4,2.25,428.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.0,1000000.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
287,15.6,8,2.5,829.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.5,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
288,15.6,6,2.2,579.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.5,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
289,15.6,8,3.0,951.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
290,15.6,12,2.15,659.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.7,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
291,15.6,8,1.95,1097.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.7,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
292,15.6,8,1.7,977.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1920,1080,2.5,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
293,15.6,16,2.5,1179.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
294,15.6,8,2.2,659.01,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.7,1000000.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
295,15.6,2,2.19,199.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1366,768,1.5,16000.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
296,17.3,8,3.0,1187.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1920,1080,2.8,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
297,17.3,8,2.54,489.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1600,900,2.0,1000000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
298,15.6,8,2.0,1829.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,2.8,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
299,15.6,8,2.05,739.0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1920,1080,1.6,256000.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
